id	kanji	kana	meaning	japanese	korean	english	flags
JLPT-한끝-N3-022	合わせる	あわせる	맞추다, (마음을) 합치다	証拠は揃った。アリバイがないことを合わせて考えると、彼が犯人に違いない。	증거는 갖춰졌다 알리바이가 없다는 것을 아울러 생각하면, 그가 범인임에 틀림없다.	The evidence is laid out before us. Considering that, together with the fact that he has no alibi, there's no question that he's the guilty one.	
JLPT-한끝-N3-023	暗記	あんき	암기	私たちはそれらの単語を全て暗記できるとは限らない。	우리는 그 단어들을 모두 암기할 수 있는 것은 아니다.	We won't be able to learn all of the words by heart.	
JLPT-한끝-N3-024	案内	あんない	안내	セミナーのご案内と共に、この情報を貴社内の担当の管理職にご転送ください。	세미나 안내와 함께 이 정보를 귀사 내 담당 관리직으로 전송해 주시기 바랍니다.	Please forward this message along with the seminar information to the appropriate managers in your firm.	
JLPT-한끝-N3-025	意外に	いがいに	의외로	昨日のけんかを気にしてるの？意外にナイーブなのね。	어제 싸운 거 신경 쓰니? 의외로 순진하네.	Are you still letting last night's fight bother you? That's so naive.	
JLPT-한끝-N3-026	息	いき	숨	カール・ランジの記録破りの幅跳びに、観衆は息を呑んだ。	칼 랭지의 기록 깨는 멀리뛰기에 관중들은 숨을 죽였다.	Karl Lange's record breaking long jump took the crowd's breath away.	
JLPT-한끝-N3-027	以降	いこう	이후	７月１０日以降なら、いつでも請求次第に支払います。	7월 10일 이후라면 언제든지 청구 즉시 지불합니다.	We'll pay you on demand any day after July 10th.	
JLPT-한끝-N3-028	意思	いし	의지	言語によって私たちはお互いに意思疎通をはかっている。	언어에 따라 우리는 서로 의사소통을 하고 있다.	We communicate with one another by means of language.	
JLPT-한끝-N3-029	痛い	いたい	아프다	ジョンは、７人家族の最年少だから、両親にとって目の中に入れても痛くないほどだ。	존은 7인 가족의 최연소이다 보니, 부모님에게 눈 속에 넣어도 아프지 않을 정도다.	John, who is the youngest in a family of seven, is the apple of his parent's eye.	
JLPT-한끝-N3-030	位置	いち	위치	只見町は福島県南会津地方にあり、急峻な山を隔てて新潟との県境に位置しています。	지미코마을은 후쿠시마현 미나미즈젠 지방에 있으며, 가파른 산을 사이에 두고 니가타와의 경계에 위치해 있습니다.	Tadami is in Minamiaizu in Fukushima; cut off by steep mountains and located on the prefecture border with Niigata.	
JLPT-한끝-N3-031	一般的だ	いっぱんてきだ	일반적이다	今やノート型コンピューターは弁当箱と同じくらいが一般的だ。	이제 노트북 컴퓨터는 도시락통만큼이 일반적이다.	Now notebook computers are as common as lunch boxes.	
JLPT-한끝-N3-032	移動する	いどうする	이동하다	大昔、たいていの人々は季節の変化に応じて移動する集団の中で暮らしていた。	어마어마하게도, 대부분의 사람들은 계절의 변화에 따라 이동하는 집단 속에서 살고 있었다.	A long time ago, most people lived in groups that moved around as the seasons changed.	
JLPT-한끝-N3-033	イメージ	イメージ	이미지	当選したいなら、イメージアップするつもりでないとね。	당첨되고 싶으면 이미지 올릴 생각 해야지.	If you want to get elected you're going to have to upgrade/improve your public image.	
JLPT-한끝-N3-034	岩	いわ	바위	岩の上で髪をとかしながら、彼女は快い歌を歌った。	바위 위에서 머리를 빗으며 그녀는 쾌활한 노래를 불렀다.	She sang a sweet song as she combed her hair on the rock.	
JLPT-한끝-N3-035	印象	いんしょう	인상	彼はかなり酔っていた。そのため警官に悪い印象を与えた。	그는 꽤 취했다, 그래서 경찰관에게 나쁜 인상을 주었다.	He was rather drunk, which made a bad impression on the policeman.	
JLPT-한끝-N3-036	インタビュー	インタビュー	인터뷰	記者が話をするゴリラのココについてパターソン博士にインタビューしている。	기자가 이야기를 하는 고릴라 코코에 대해 패터슨 박사를 인터뷰하고 있다.	A reporter is interviewing Dr. Patterson about Koko, a talking gorilla.	
JLPT-한끝-N3-037	植える	うえる	심다	ある樹が枯れたら、その場所に、もう１本植えたまえ。	어떤 나무가 시들면 그 자리에 1그루를 더 심으렴.	If a tree dies, plant another in its place.	
JLPT-한끝-N3-038	受け入れる	うけいれる	받아들이다	１８２０年から１９７３年の間に合衆国は、４６００万以上の移民を受け入れた。	1820년에서 1973년 사이에 합중국은 4,600만 이상의 이민을 받아들였다.	Between 1820 and 1973, the United States admitted more than 46 million immigrants.	
JLPT-한끝-N3-039	受け取る	うけとる	받다, 수취하다	ご注文を受け取り次第、製品を貴社にお送りします。	주문을 받는 대로 제품을 귀사로 보내겠습니다.	We will ship the product immediately after receiving your order.	
JLPT-한끝-N3-040	右折	うせつ	우회전	右折しなさい、そうすれば私の事務所が見つかります。	우회전 하세요, 그러면 제 사무실을 찾을 수 있어요.	Turn to the right, and you'll find my office.	
JLPT-한끝-N3-041	内側	うちがわ	안쪽	ドアは内側から鍵がかかったままだったので、彼はその家に入れなかった。	문은 안쪽에서부터 자물쇠가 채워져 있었기 때문에 그는 그 집에 들어갈 수 없었다.	The door remaining locked up from inside, he could not enter the house.	
JLPT-한끝-N3-042	うっかり	うっかり	무심코, 깜박	本日乗馬後、馬の手入れをしている時にうっかり右足を踏まれた。	오늘 승마 후 말 손질하다가 그만 오른쪽 다리를 밟았다.	Today, after riding, while grooming the horse I carelessly got my right foot trod on.	
JLPT-한끝-N3-043	疑う	うたがう	의심하다	彼らは彼を疑っていたが、理由が無いわけではなかった。	그들은 그를 의심했지만 이유가 없는 것은 아니었다.	They were suspicious of him, and not without reason.	
JLPT-한끝-N3-044	美しい	うつくしい	아름답다	彼女は美しいが、さらによいことには非常に上品だ。	그녀는 아름답지만 더 좋은 것에는 매우 고상하다.	She is beautiful, and what is more, very graceful.	
JLPT-한끝-N3-045	移す	うつす	옮기다	彼はいつも慎重に計画を練ってから、それを実行に移す。	그는 항상 신중하게 계획을 짜고 그것을 실행에 옮긴다.	He always plans a thing out carefully before he does it.	
JLPT-한끝-N3-046	移る	うつる	옮기다, 이동하다	機は急角度で上昇し、それから海岸を離れるにつれて水平飛行に移った。	비행기는 급각도로 상승했고 이후 해안을 벗어나면서 수평 비행으로 넘어갔다.	The plane rose sharply before leveling off as it left the coast.	
JLPT-한끝-N3-047	うまい	うまい	맛있다, 솜씨가 좋다	うまく、あの学校に入れたものの全部が全部、詰め込み勉強だけで入れたわけではなかったろう。	잘도, 그 학교에 넣었던 모든 것이 다 주입식 공부만으로 넣은 것은 아니었을 것이다.	All those who made the grade in entering that school could not have done so only by cramming.	
JLPT-한끝-N3-048	埋める	うめる	묻다, 메우다	問題は、この必要な隔たりを埋めるのが知覚であるという点にある。	문제는 이 필요한 간극을 메우는 것이 지각이라는 데 있다.	The problem lies in the fact that the necessary gap is bridged by perception.	
JLPT-한끝-N3-049	裏	うら	뒤, 뒤쪽	彼らが最終契約について協議している際、ある裏工作が進んでいた。賄賂が渡されたのだ。	이들이 최종 계약에 대해 협의하던 중 어떤 뒷공작이 진행되고 있었다. 뇌물이 전달된 것이다.	There was some monkey business going on when they were negotiating that last contract; money passed under the table.	
JLPT-한끝-N3-050	うろうろ	うろうろ	허둥지둥	当ても無くうろうろする。	정탐도 없이 어슬렁거린다.	Wander about aimlessly.	
JLPT-한끝-N3-051	うわさ	うわさ	소문	私たちは多くの人に新しい店について尋ねたが、そのうわさを聞いた者は誰もいなかった。	우리는 많은 사람들에게 새로운 가게에 대해 물었지만 그 소문을 들은 사람은 아무도 없었다.	We asked many persons about the new store, but no one had heard of it.	
JLPT-한끝-N3-052	影響	えいきょう	영향	この関連で、西欧イデオロギーの韓国の文化への影響について考えてみよう。	이 관련에서, 서구 이데올로기가 한국 문화에 미치는 영향에 대해 생각해보자.	Let us consider in this connection the influence of Western ideologies on Korean literature.	
JLPT-한끝-N3-053	栄養	えいよう	영양	十分な栄養摂取は幼児の発育にとって極めて重要です。	충분한 영양 섭취는 유아 발육에 매우 중요합니다.	Good nutrition is vital for an infant's growth.	
JLPT-한끝-N3-054	笑顔	えがお	웃는 얼굴	彼女は笑顔でさよならと言ったが、心の中はとても辛かった。	그녀는 웃는 얼굴로 안녕이라고 말했지만 마음속은 너무 괴로웠다.	She said good-bye with a smile, but there was a good deal of bitterness in her heart.	
JLPT-한끝-N3-055	エネルギー	エネルギー	에너지	私たちはレストランに入り、夕食をとりながらエネルギー危機について論じた。	우리는 레스토랑에 들어가 저녁 식사를 하면서 에너지 위기에 대해 논했다.	We entered a restaurant, and discussed the energy crisis over our dinner.	
JLPT-한끝-N3-056	延期	えんき	연기	その指揮者はこの２度目の延期によって本当に不安になった。	그 지휘자는 이 두 번째 연기로 인해 정말 불안해졌다.	The director became really anxious at this second postponement.	
JLPT-한끝-N3-057	演奏	えんそう	연주	彼はその国のピアニストによって作曲された曲を演奏し始めた。	그는 그 나라의 피아니스트들에 의해 작곡된 곡을 연주하기 시작했다.	He began to play the music written by a pianist in that country.	
JLPT-한끝-N3-058	追いつく	おいつく	따라잡다	ベンは彼らに遅れているが、すぐに追いつくでしょう。	벤은 그들에게 뒤쳐지지만 곧 따라잡을 거예요.	Ben is behind them, but he'll soon catch up with them.	
JLPT-한끝-N3-059	お祝い	おいわい	축하, 축하선물	でも次の日、医者はトムに新年のお祝いには間に合うように退院できる可能性は十分あると言って、元気づけた。	하지만 다음날 의사는 톰에게 새해 축하에는 늦지 않게 퇴원할 가능성이 충분하다며 기운을 북돋았다.	The following day, however, the doctor consoled him by telling him that his chances of being able to leave hospital in time for New Year celebrations were good.	
JLPT-한끝-N3-060	追う	おう	좇다, 뒤따르다	捕らえることのできないものを追うことは、無駄な追跡を続けることである。	붙잡을 수 없는 것을 쫓는 것은 헛된 추적을 계속하는 것이다.	Chasing the uncatchable is going on a wild-goose chase.	
JLPT-한끝-N3-061	横断	おうだん	횡단	老婦人は、道路を横断するのを手伝ったことに対して、私に感謝した。	노부인은 도로를 횡단하는 것을 도와준 것에 대해 나에게 감사했다.	The old lady thanked me for helping her across the road.	
JLPT-한끝-N3-062	応援	おうえん	응원	観衆はルチアーノを応援するかもしれないが、チャンピオンに勝つ技術がある。	관중들은 루치아노를 응원할지도 모르지만 챔피언을 이기는 기술이 있다.	The crowd may be on the side of Luciano, but the champ has got the skill to win and that's what matters.	
JLPT-한끝-N3-063	応募	おうぼ	응모	彼は年金に頼ることなく、その仕事に応募することを決心した。	그는 연금에 의지하지 않고 그 일에 응모하기로 결심했다.	Instead of relying on a pension, he resolved to apply for the job.	
JLPT-한끝-N3-064	応用	おうよう	응용	現実面では、エメット理論の応用によっていくつかの傑出したデザインが生み出されている。	현실면에서는 에메트 이론의 응용에 의해 몇 가지 걸출한 디자인이 창출되고 있다.	On the practical side, the application of Emmet's theory has produced several outstanding designs.	
JLPT-한끝-N3-065	オーバー	オーバー	초과	ただの本なら、宇宙警察がでしゃばりはしないわ、問題はこれがオーバーテクノロジーの塊だってこと。 [F]	그냥 책이라면 우주 경찰이 가만히 있지 않을 거야, 문제는 이게 오버 테크놀로지 덩어리라는 거야. [F]	If it was just a book the Space Police wouldn't be sticking their noses is.  The problem is that it's a bundle of super technology.	
JLPT-한끝-N3-066	お菓子	おかし	과자	人々を信じなさい。だけど、知らない人からお菓子を貰ってはいけませんよ。	사람들을 믿어라, 하지만 모르는 사람에게 과자를 받으면 안 돼요.	Trust people, but don't take candy from strangers.	
JLPT-한끝-N3-067	おかしい	おかしい	이상하다	彼がそのことについてひと言も言わないなんて、なんかおかしいなあ。	그가 그 일에 대해 한마디도 하지 않다니 뭔가 이상하다.	It is strange that he should not tell me anything about it.	
JLPT-한끝-N3-068	起きる	おきる	일어나다, 발생하다	まさかオレがごねずにすっきり起きると思っていなかったに違いない。	설마 내가 이러지도 저러지도 못하고 속 시원하게 일어날 줄 몰랐던 게 틀림없어.	Certainly she wouldn't have dreamt that I would get up promptly without grumbling.	
JLPT-한끝-N3-069	遅れる	おくれる	늦다	時代に遅れないようについていくのは老人にとってむしろ難しいことである。	시대에 뒤처지지 않게 따라가는 것은 노인들에게 오히려 어려운 일이다.	It is rather difficult for an old man to keep up with the times.	
JLPT-한끝-N3-070	おしい	おしい	아깝다	あと一点で合格だっただけに、不合格という結果が惜しい。	한 점에서 합격이었던 만큼 불합격이라는 결과가 아쉽다.		
JLPT-한끝-N3-071	遅い	おそい	늦다	しかしながら、大部分の黒人にとって、本当の変化はやってくるのがきわめて遅かった。	그렇지만 대부분의 흑인들에게 진정한 변화는 찾아오기 극히 느렸다.	Real change for most black people, however, was very slow in coming.	
JLPT-한끝-N3-072	お互いに	おたがいに	서로	彼らは、貴社とお互いに利益となる事柄について話し合うことを望んでいます。	그들은 귀사와 서로 이익이 되는 사항에 대해 논의하기를 원합니다.	They want to talk to you about areas of mutual interest.	
JLPT-한끝-N3-073	落ち着く	おちつく	가라앉다, 침착하다	昨年は輸出が好調の反面、輸入が落ち着いていたので貿易収支は改善した。	지난해에는 수출이 호조를 보인 반면 수입이 진정돼 무역수지는 개선됐다.	The nation's trade balance improved last year as exports were strong, while imports remained steady.	
JLPT-한끝-N3-074	覚える	おぼえる	기억하다, 외우다	私が覚えている限りでは、彼はいつもパイプを吹かしていた。	내가 기억하기로는 그는 항상 파이프를 불었다.	To the best of my memory, he always smoked a pipe.	
JLPT-한끝-N3-075	おぼれる	おぼれる	빠지다	彼は自分の生死をかけて、おぼれかけた少年を救った。	그는 자신의 생사를 걸고 천방지축 소년을 구했다.	He saved the drowning boy at the risk of his own life.	
JLPT-한끝-N3-076	主に	おもに	주로	何をするにも人に対してでなく、主に対してするように、心から働きなさい。	뭘 하든 사람에 대해서가 아니라 주로 대해서 하듯이 진심으로 일하세요.	And whatever yea do, do it heartily, as to the Lord, and not unto men.	
JLPT-한끝-N3-077	降りる	おりる	내리다	暖かい軽い空気は山越えすると上空に上昇し、地上には下りてこないことなど、風は地形によって変わります。	따스한 가벼운 공기는 산을 넘으면 상공으로 상승하고 땅 위로 내려오지 않는 것 등 바람은 지형에 따라 달라집니다.	When warm, light, air crosses mountains it rises into the upper atmosphere and does not fall back to the ground.  In this, and other, ways wind changes with the terrain.	
JLPT-한끝-N3-078	折る	おる	접다	もし病気の人が千羽の鶴を折ると、その人の願いが叶うの。	만약 아픈 사람이 천 마리 학을 꺾으면 그 사람의 소원이 이루어진다.	If a sick person folds one thousand paper cranes, her wish will come true.	
JLPT-한끝-N3-079	折れる	おれる	부러지다, 꺾이다	音読は彼にとってたいへん骨の折れる仕事であった。	음독은 그에게 매우 힘든 일이었다.	Reading aloud was a great effort to him.	
JLPT-한끝-N3-080	温泉	おんせん	온천	ビックリしたよ、温泉宿がお魚の養殖場になってたんだね。	깜짝 놀랐어, 온천 숙소가 물고기 양식장이 되었구나.	What a surprise! The onsen lodge had turned into a fish breeding farm.	
JLPT-한끝-N3-081	カーブ	カーブ	커브	私は時々ＣｕｒｖｅとＣａｒｖｅを混同してしまう。	나는 종종 Curve와 Carve를 혼동해.	At times I confuse curve with carve.	
JLPT-한끝-N3-082	解決	かいけつ	해결	彼の説明で第１の問題は解決したが、私は第２の問題については依然混乱していた。	그의 설명으로 첫 번째 문제는 해결되었지만, 나는 두 번째 문제에 대해서는 여전히 혼란스러웠다.	His explanation cleared up the first problem, but I was still confused about the second.	
JLPT-한끝-N3-083	改札	かいさつ	개찰	最近駅の改札あたりで、平気でイチャイチャしてる若い奴等多くなったよなあ。	요즘 역 개찰구 근처에서 아무렇지도 않게 꽁냥꽁냥하는 젊은 놈들이 많아졌지.	Lately you see more young couples making out at the train station ticket gates acting as though nobody in the world existed.	
JLPT-한끝-N3-084	回収	かいしゅう	회수	しかし回収時間が早すぎるため、ゴミの日に出すことが難しいです。	그러나 회수 시간이 너무 빨라서 쓰레기 날에 내기가 어렵습니다.	Moreover it's difficult to get rubbish out for garbage day because the collection time is too early.	
JLPT-한끝-N3-085	香り	かおり	향기	もっとも美しい花がもっとも香りがよいとは限らない。	가장 아름다운 꽃이 가장 향기가 좋은 것은 아니다.	The handsomest flower is not sweetest.	
JLPT-한끝-N3-086	外食	がいしょく	외식	妻は外食が好きで、だから食事を作る必要がないのです。	아내는 외식을 좋아하고, 그래서 식사를 만들 필요가 없는 거예요.	My wife likes to eat out and so she doesn't have to cook.	
JLPT-한끝-N3-087	返す	かえす	되돌리다	金額にもかかわらず、ブライアンは来週までに間違いなく全額返してもらいたがっています。	금액에도 불구하고 브라이언은 다음 주까지 틀림없이 전액 돌려받고 싶어 합니다.	Regardless of the amount, Brian wants the correct, entire amount by next week.	
JLPT-한끝-N3-088	替える	かえる	바꾸다, 교환하다	今回、まだ両替していなかったので、日本円を人民元に替える必要があった。	이번에 아직 환전하지 않았기 때문에 엔화를 위안화로 바꿔야 했다.	This time I hadn't converted my money yet, so I needed to change Yen into Yuan.	
JLPT-한끝-N3-089	換える	かえる	바꾸다	うちのマンションも古くなったから、リフォームして気分を換えるか。	우리 아파트도 낡았으니 리모델링해서 기분 전환할까?	This condo is getting old. Why don't we redecorate to give it a fresh feel?	
JLPT-한끝-N3-090	価格	かかく	가격	価格について触れたときに彼の顔に出る反応を観察しなさい。	가격에 대해 언급했을 때 그의 얼굴에 나타나는 반응을 관찰하세요.	Observe his facial reaction when we mention a price.	
JLPT-한끝-N3-091	かかる	かかる	(병에) 걸리다	風邪を治すのにひと月以上かかったが、もう大丈夫だ。	감기를 고치는데 한 달 넘게 걸렸는데 이제 괜찮아.	It took more than a month to get over my cold, but I'm OK mow.	
JLPT-한끝-N3-092	かき混ぜる	かきまぜる	뒤섞다	その混ぜ物をかき混ぜて、泡立ったら脇に置いておきましょう。	그 혼합물을 휘저어 거품이 나면 옆에 놓아둡시다.	Stir the mixture until it foams, then set it aside.	
JLPT-한끝-N3-093	各駅	かくえき	각 역	この電車は中野より先は各駅に停車する。	이 열차는 나카노보다 앞서는 각 역에 정차한다.	This train stops at every station from Nakano on.	
JLPT-한끝-N3-094	確実だ	かくじつだ	확실하다	私は、ギャンブルには向いてないと思う。そういう運がないというか、働いて稼いだ方が確実だし。	나는 도박에는 적합하지 않다고 생각해 그런 운이 없다고 해서, 일해서 벌어야 확실하고.	I'm not cut out for gambling. Maybe I'm just unlucky, but working for my pay is more of a sure thing.	
JLPT-한끝-N3-095	隠す	かくす	감추다	地球の生態系はある程度自己修正されるもので、その結果が他の変化によって隠されているという可能性もある。	지구의 생태계는 어느 정도 자기 수정되는 것이고, 그 결과가 다른 변화에 의해 가려져 있을 수도 있다.	The earth's ecosystem is to some extent self-correcting, so it is also possible that the effects are being masked by other changes.	
JLPT-한끝-N3-096	各地	かくち	각지	江戸時代に、各藩の奨励策によって、全国各地に地場産業が興った。	에도 시대에 각 번의 장려책에 의해 전국 각지에 지역 산업이 흥하였다.	Local industry flourished throughout the land in the Edo period thanks to the promotional efforts by each clan.	
JLPT-한끝-N3-097	家具	かぐ	가구	この部屋は手狭なので、もうこれ以上家具を置くのはむりだよ。	이 방은 비좁아서 더 이상 가구를 두는 건 무리야.	This room is very small, so it is impossible to put more furniture in it.	
JLPT-한끝-N3-098	過去	かこ	과거	昔の建物を取り壊すことによって、私たちは、過去の痕跡を永久に消し去ってしまうことになるのである。	옛 건물을 허물어버림으로써 우리는 과거의 흔적을 영구히 지워버리게 되는 것이다.	By demolishing buildings of bygone times, we wipe out every trace of the past forever.	
JLPT-한끝-N3-099	囲む	かこむ	둘러싸다	日本では、あなたは美によって囲まれている。	일본에서는 당신은 아름다움으로 둘러싸여 있다.	In Japan you are surrounded by beauty.	
JLPT-한끝-N3-100	重ねる	かさねる	겹치다, 포개다, 거듭하다	恵子が手際よく食器を重ねて、シンクへ運んでゆく。	케이코가 솜씨 좋게 식기를 겹쳐서 싱크대로 옮겨간다.	Keiko deftly piles up the cutlery and takes them to the sink.	
JLPT-한끝-N3-101	貸す	かす	빌려주다	私は彼に、私たちは彼の誤りに対して責任はないと説明しようとしたが、彼は耳を貸そうとしなかった。	나는 그에게 우리가 그의 잘못에 대해 책임이 없다고 설명하려고 했지만, 그는 귀찮아하려고 하지 않았다.	I tried to explain to him that we were not responsible for his mistake but he refused to listen.	
JLPT-한끝-N3-102	下線	かせん	밑줄	下線を引いた語を正しい形にしなさい。	밑줄을 친 단어를 바르게 만들어라.	Correct the underlined words.	
JLPT-한끝-N3-103	固い	かたい	단단하다	クモの巣を作るには、このきぬの枠を作り、それを木や垣根のような固い物体に固定させることから始める。	거미는 거미줄을 만들 때 먼저 실로 틀을 짜고, 그것을 나무나 울타리 같은 단단한 물체에 고정한다.	To make a web, it starts by making a frame of this silk and fastening it to hard objects, such as trees or fences.	
JLPT-한끝-N3-104	片方	かたほう	한 쪽	「またまた、なんでそんなことするの？」もう片方の女性が聞いた。	"""또 , 왜 그러는 거야?"" 다른 한 여자가 물었다."	"""Why in the world would you do that?"" the other asked."	
JLPT-한끝-N3-105	カタログ	カタログ	카탈로그	カタログを通じて郵便で買い物をすることによって、人々は幅広い商品を選ぶことが出来る。	카탈로그를 통해 우편으로 쇼핑을 함으로써 사람들은 폭넓은 상품을 선택할 수 있다.	Shopping by mail through catalogs gives people a wide choice of merchandise.	
JLPT-한끝-N3-106	勝つ	かつ	이기다	彼が大変喜んだことには、彼チームが試合に勝った。	그가 매우 기뻐한 것은 그의 팀이 경기에서 이겼기 때문이다.	To his great joy, his team won the game.	
JLPT-한끝-N3-107	がっかり	がっかり	실망하다	たいそうがっかりしたことには、彼女は試験に落ちた。	몹시 실망스럽게도 그녀는 시험에 떨어졌다.	She failed the examination and I was greatly disappointed.	
JLPT-한끝-N3-108	楽器	がっき	악기	テルミン：一九二〇年、ロシアの物理学者レフ・セルゲイヴィッチ・テルミンが作った世界初の電子楽器。	텔민: 일만 이천 년 러시아 물리학자 레흐 세게비치텔민이 만든 세계 최초의 전자악기.	Theremin: The world's first electronic musical instrument, made by Russian physicist Lev Sergeivitch Termen in 1920.	
JLPT-한끝-N3-109	活動	かつどう	활동	マザー・テレサは、貧しい人々が何を必要としているかを見て回ることから活動を始めた。	테레사는 가난한 사람들이 무엇을 필요로 하는지 살피는 일부터 활동을 시작했다.	Mother Teresa began her work by looking around to see what was needed.	
JLPT-한끝-N3-110	悲しい	かなしい	슬프다	悲しいことに、一人息子は、彼女を捨ててしまった。	슬프게도 외아들은 그녀를 버리고 말았다.	To her sorrow, her only son left her alone.	
JLPT-한끝-N3-111	仮定	かてい	가정	ここでの事故の数が公式に記録されているものの２倍あると仮定してみよう。	여기서의 사고 개수가 공식적으로 기록된 것의 두 배라고 가정해보자.	Let us suppose that the number of incidents is twice that of those officially recorded.	
JLPT-한끝-N3-112	必ず	かならず	반드시	私の意見では、アルコールは必ずしも健康に悪いわけではない。	내 생각에 알코올은 반드시 건강에 나쁜 것은 아니다.	In my opinion, alcohol is not necessarily bad for your health.	
JLPT-한끝-N3-113	カバー	カバー	덮개	科学哲学を勉強したことがないのでカヴァイエスについても読んだことがない。	과학철학을 공부한 적이 없기 때문에 카바예에 대해서도 읽은 적이 없다.	I've never studied scientific philosophy, so I haven't read about Caveilles either.	
JLPT-한끝-N3-114	我慢	がまん	참음, 인내	子供たちは、勉強の挫折に対してあまりがまん強さを示さない。	아이들은 공부의 좌절에 대해 덜 강단 있게 나타난다.	Children exhibit a low tolerance for the frustrations of learning.	
JLPT-한끝-N3-115	空	から	빈 공간	時がたつにつれて空は次第に暗くなった。	시간이 지나면서 하늘은 점차 어두워졌다.	As time went on, the sky grew darker and darker.	
JLPT-한끝-N3-116	からから	からから	바싹 마른 모양	地面が日に焼けてからからに乾いて固くなった。	땅이 날로 익어가자마자 말라 굳었다.	The sun baked the ground dry.	
JLPT-한끝-N3-117	がらがら	がらがら	텅 빈 모양	今日、がらがらだね。この時間帯って空いているのかね。	오늘 썰렁하네 이 시간대가 비었을까.	It's not crowded at all today. This is the least crowded time of all.	
JLPT-한끝-N3-118	借りる	かりる	빌리다	彼からお金を借りることは、私のプライドが許さなかった。	그에게서 돈을 빌리는 것은 내 자존심이 허락하지 않았다.	My pride prevented me from borrowing money from him.	
JLPT-한끝-N3-119	枯れる	かれる	시들다	だれも水もやらないなので、その植物は枯れたに違いない。	아무도 물도 주지 않으니 그 식물은 말라버린 것이 틀림없다.	The plants must have died because no one watered them.	
JLPT-한끝-N3-120	かわく	かわく	마르다	そのとき、彼らは、ブラックベリーの林の周りをつかれて、のどがかわくまで競争して遊んでいました。	그때 그들은 블랙베리 숲 주위를 맴돌며 목이 쉴 때까지 경쟁하며 놀았습니다.	Then they played race Around The Blackberry Bush until they were tired and thirsty.	
JLPT-한끝-N3-121	間隔	かんかく	간격	東京や大阪では、ラッシュアワーには２、３分間隔で電車が運転されています。	도쿄나 오사카에서는 러시아워에는 2, 3분 간격으로 전철이 운전되고 있습니다.	During the rush hour in Tokyo and Osaka the trains run at intervals of a few minutes.	
JLPT-한끝-N3-122	関係	かんけい	관계	本屋で英語関係の本を見つけると、次々に買ってしまって、読まずにいるので、たまる一方です。	서점에서 영어 관련 책을 찾으면 줄줄이 사서 읽지 않고 있기 때문에 참을 수밖에 없습니다.	I always buy the English-language books I come across at bookstores. But since I never read them, all they do is pile up.	
JLPT-한끝-N3-123	観客	かんきゃく	관객	ロイヤル・シアターの夜の部の公演が終わり、観客たちは帰って行った。	로열 시어터의 밤부 공연이 끝나고 관객들은 돌아갔다.	The evening performance at the Royal Theater had ended, and the audience had gone home.	
JLPT-한끝-N3-124	観光	かんこう	관광	私たちの目的は友人を訪問し、いくつかの観光名所を見て回ることです。	우리의 목적은 친구를 방문해서 몇 군데 관광 명소를 둘러보는 것입니다.	The purpose of our trip is to visit friends and see some tourist spots.	
JLPT-한끝-N3-125	観察	かんさつ	관찰	分子Ｄの運動の観察に基づき、可能な出口が３つ存在するようシステムに変更を加える。	분자 D의 운동 관찰을 기반으로 가능한 출구가 3개 존재하도록 시스템에 변화를 가한다.	Based on my observation of the movement of particle D, I modify the system so that there exist three possible exits.	
JLPT-한끝-N3-126	感じ	かんじ	느낌	意識不明の人は痛みを感じませんが、その家族や友人にとっては、長く、つらい経験になりうるでしょう。	의식이 없는 사람은 고통을 느끼지 않지만, 그 가족과 친구들에게는 길고 힘든 경험이 될 수 있을 것입니다.	The unconscious person feels no pain, but for the family and friends it can be a long and painful experience.	
JLPT-한끝-N3-127	関心	かんしん	관심	それはあなたが、関心があるかどうかによって決まるのです。	그것은 당신이 관심 있는지에 따라 결정되는 것입니다.	That depends on whether you are interested or not.	
JLPT-한끝-N3-128	完成	かんせい	완성	この仕事を完成するためには、以下の作業が必要となります。	이 일을 완성하기 위해서는 아래와 같은 작업이 필요합니다.	To complete this work, the following working items are recommended.	
JLPT-한끝-N3-129	乾燥	かんそう	건조	樹木から水の供給がなければ、降雨量はやがて減少し、その地域は乾燥し続ける。	수목에서 물의 공급이 없으면 강우량이 머지않아 감소하고, 그 지역은 계속 건조해진다.	With no supply of water from trees, rainfalls diminish in time and the area keeps drying up.	
JLPT-한끝-N3-130	感動	かんどう	감동	そしてそれらはその文学、映画、音楽などの感動を通して世界に影響を与えつづけるだろう。	그리고 그것들은 그 문학, 영화, 음악 등의 감동을 통해 세계에 영향을 계속 미칠 것이다.	And they will continue to influence the world through the excitement of their literature, movies and music.	
JLPT-한끝-N3-131	気温	きおん	기온	風速冷却指数を考慮に入れると、気温は零下３０度以下であったに違いない。	풍속냉각지수를 고려하면 기온은 영하 30도 이하였던 것이 틀림없다.	When we take the wind-chill factor into account, the temperature must have been over thirty degrees below zero centigrade.	
JLPT-한끝-N3-132	機械	きかい	기계	その機械はデータを分類するだけでなく、数字もチェックする。	그 기계는 데이터를 분류할 뿐만 아니라 숫자도 체크한다.	In addition to classifying the data, the machine also checks the figures.	
JLPT-한끝-N3-133	期限	きげん	기한	契約条件によれば、お支払いの期限は５月３１日でした。	계약 조건에 따르면 지불 기한은 5월 31일이었습니다.	According to the terms of the contract, your payment was due on May 31st.	
